,Kingdom,Phylum,Class,Order,Family,Genus,taxon
bASV_7510,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas,Gammaproteobacteria
ASV_38383,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria
bASV_1035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litorimicrobium,Alphaproteobacteria
ASV_47522,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,Bacteroidota
ASV_47523,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_3679,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,Alphaproteobacteria
ASV_38384,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,Bacteroidota
bASV_1036,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,Bacteroidota
ASV_12781,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,Bacteroidota
bASV_1037,Bacteria,Gemmatimonadota,PAUC43f_marine_benthic_group,PAUC43f_marine_benthic_group_or,PAUC43f_marine_benthic_group_fa,PAUC43f_marine_benthic_group_ge,Gemmatimonadota
bASV_20636,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter,Bacteroidota
ASV_46740,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae_unclassified,Firmicutes
ASV_46741,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriia_unclassified,Cyanobacteriia_unclassified,Cyanobacteriia_unclassified,Cyanobacteria
bASV_6539,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseicyclus,Alphaproteobacteria
ASV_2898,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Verrucomicrobiota
ASV_28719,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,UBA10353_marine_group_fa,UBA10353_marine_group_ge,Gammaproteobacteria
ASV_7494,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
bASV_20638,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria
ASV_46742,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae_unclassified,Gammaproteobacteria
bASV_20639,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacteraceae_unclassified,Gammaproteobacteria
bASV_6542,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Oscillatoriaceae,Oscillatoria_PCC-10802,Cyanobacteria
ASV_2900,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Gammaproteobacteria
ASV_28721,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriia_unclassified,Cyanobacteriia_unclassified,Cyanobacteriia_unclassified,Cyanobacteria
bASV_6543,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Gammaproteobacteria
ASV_46744,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_ge,Gammaproteobacteria
ASV_2901,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,uncultured,uncultured_ge,Alphaproteobacteria
bASV_6544,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,Bacteroidota
bASV_20641,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NS7_marine_group_ge,Bacteroidota
ASV_12058,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,Bacteroidota
bASV_20642,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_46745,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_28724,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19_fa,PB19_ge,Desulfobacterota
bASV_20644,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidota
ASV_16528,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured_ge,Bacteroidota
ASV_28725,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_46746,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
bASV_20645,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
bASV_20646,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystaceae_unclassified,Myxococcota
ASV_28726,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_16531,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Gammaproteobacteria
ASV_28727,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,Bdellovibrionota
ASV_28728,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus,Myxococcota
ASV_46747,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_unclassified,Verrucomicrobiota
bASV_20647,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriia_unclassified,Cyanobacteriia_unclassified,Cyanobacteriia_unclassified,Cyanobacteria
ASV_2905,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Geminicoccaceae_unclassified,Alphaproteobacteria
bASV_20648,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Gammaproteobacteria
ASV_28729,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group,Planctomycetota
ASV_46749,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_ge,Verrucomicrobiota
ASV_28730,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,Planctomycetota
bASV_20649,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_10,Firmicutes
ASV_7503,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria
ASV_28732,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Planctomycetota
bASV_16081,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidota
bASV_16082,Bacteria,Actinobacteriota,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteriota
ASV_46751,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Bacteroidota
bASV_16083,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria
ASV_46752,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrionota
ASV_28733,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured_fa,uncultured_ge,Alphaproteobacteria
bASV_16084,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_46754,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23,Acidobacteriota
ASV_28734,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge,NB1-j
bASV_20650,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidota
ASV_28735,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_unclassified,Bacteroidota
bASV_16086,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_7506,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,Bacteroidota
ASV_28736,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,Actinobacteriota
bASV_20652,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,Alphaproteobacteria
bASV_16087,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
bASV_20653,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Verrucomicrobiota
ASV_28737,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified,Bacteroidota
ASV_46756,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified,Bacteroidota
ASV_46757,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2_ge,Bacteroidota
bASV_16088,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriales_unclassified,Flavobacteriales_unclassified,Bacteroidota
ASV_46758,Bacteria,Myxococcota,Polyangia,PS-B29,PS-B29_fa,PS-B29_ge,Myxococcota
ASV_28738,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,Algivirga,Bacteroidota
ASV_46760,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22_fa,Bacteroidetes_VC2.1_Bac22_ge,Bacteroidota
ASV_46761,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidota
ASV_2913,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,Bacteroidota
bASV_20654,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_fa,SAR86_clade_ge,Gammaproteobacteria
ASV_28739,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria
ASV_28740,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,XY-R5,Gammaproteobacteria
ASV_46762,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
bASV_20655,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
ASV_16550,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,Alphaproteobacteria
ASV_28741,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,Alphaproteobacteria
ASV_46763,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria
ASV_2915,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,Gammaproteobacteria
ASV_28742,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiales_unclassified,Phormidesmiales_unclassified,Cyanobacteria
bASV_16090,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,uncultured,Desulfobacterota
ASV_28743,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,Bacteroidota
ASV_28744,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Megaira,Alphaproteobacteria
ASV_28745,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Vallitalea,Firmicutes
ASV_46764,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Ornithobacterium,Bacteroidota
bASV_16091,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_28746,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,Alphaproteobacteria
ASV_16553,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,Dermatophilaceae_unclassified,Actinobacteriota
ASV_16554,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41_ge,Myxococcota
ASV_28748,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
bASV_20658,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,Bacteroidota
ASV_2916,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,Alphaproteobacteria
ASV_46765,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B)_cl,SAR324_clade(Marine_group_B)_or,SAR324_clade(Marine_group_B)_fa,SAR324_clade(Marine_group_B)_ge,SAR324_clade(Marine_group_B)
ASV_28749,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,Gammaproteobacteria
ASV_2917,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,Bacteroidota
ASV_16555,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,Izemoplasmataceae,Izimaplasma,Firmicutes
ASV_46766,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidota
ASV_28750,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade)_cl,Marinimicrobia_(SAR406_clade)_or,Marinimicrobia_(SAR406_clade)_fa,Marinimicrobia_(SAR406_clade)_ge,Marinimicrobia_(SAR406_clade)
ASV_2918,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiaceae_unclassified,Firmicutes
bASV_20659,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiales_unclassified,Burkholderiales_unclassified,Gammaproteobacteria
bASV_6561,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
ASV_16556,Bacteria,Verrucomicrobiota,Lentisphaeria,P.palmC41,P.palmC41_fa,P.palmC41_ge,Verrucomicrobiota
bASV_16092,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Gammaproteobacteria
ASV_28752,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophagaceae_unclassified,Gammaproteobacteria
bASV_6562,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Alphaproteobacteria
ASV_16557,Bacteria,Planctomycetota,OM190,OM190_or,OM190_fa,OM190_ge,Planctomycetota
ASV_16558,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_2919,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,Bacteroidota
bASV_16094,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_16559,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,Planctomycetota
ASV_46768,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria
ASV_28753,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales_unclassified,Oceanospirillales_unclassified,Gammaproteobacteria
ASV_46769,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria
ASV_46770,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriia_unclassified,Cyanobacteriia_unclassified,Cyanobacteriia_unclassified,Cyanobacteria
bASV_6563,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,Orenia,Halanaerobiaeota
ASV_46771,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
bASV_16095,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_16560,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Trichodesmium_IMS101,Cyanobacteria
bASV_6564,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella,Cyanobacteria
bASV_6566,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
bASV_16096,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
bASV_6567,Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22_or,Subgroup_22_fa,Subgroup_22_ge,Acidobacteriota
ASV_28754,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwelliaceae_unclassified,Gammaproteobacteria
ASV_16561,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovoracaceae_unclassified,Bdellovibrionota
bASV_16097,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfobacterota
bASV_20664,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
bASV_20665,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,Alphaproteobacteria
ASV_2926,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,Alphaproteobacteria
ASV_16562,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
ASV_2927,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92_clade,Gammaproteobacteria
bASV_16098,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured,Actinobacteriota
ASV_28756,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Bermanella,Gammaproteobacteria
ASV_16563,Bacteria,Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128,Verrucomicrobiota
bASV_20666,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Alphaproteobacteria
bASV_6570,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,Bacteroidota
ASV_46775,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,Bdellovibrionota
bASV_6571,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,Bacteroidota
ASV_28757,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,Bacteroidota
ASV_28759,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_fa,SAR86_clade_ge,Gammaproteobacteria
bASV_16099,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystaceae_unclassified,Myxococcota
ASV_16564,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfobacterota
ASV_12088,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_46776,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
ASV_28760,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
bASV_20668,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,Alphaproteobacteria
ASV_28761,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovoracaceae_unclassified,Bdellovibrionota
bASV_20670,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66_or,JG30-KF-CM66_fa,JG30-KF-CM66_ge,Chloroflexi
bASV_16100,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_37682,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria
ASV_46777,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacteraceae_unclassified,Gammaproteobacteria
bASV_16101,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
ASV_28763,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
ASV_28764,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,Alphaproteobacteria
bASV_20672,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,Bacteroidota
bASV_20673,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Moheibacter,Bacteroidota
bASV_16102,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,Planctomycetota
bASV_20674,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,Bacteroidota
ASV_46781,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
ASV_16572,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Weeksellaceae_unclassified,Bacteroidota
ASV_28765,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria
ASV_16573,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Gammaproteobacteria
ASV_16574,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_unclassified,Bacteroidota
bASV_20675,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unknown_Family,uncultured,Cyanobacteria
ASV_16575,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
ASV_28766,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
bASV_16103,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
ASV_46782,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriia_unclassified,Cyanobacteriia_unclassified,Cyanobacteriia_unclassified,Cyanobacteria
ASV_12098,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified,Firmicutes
bASV_16106,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita,Verrucomicrobiota
bASV_20677,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured,Actinobacteriota
ASV_46783,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria
ASV_2940,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
ASV_46784,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge,Bacteroidota
ASV_16577,Bacteria,Planctomycetota,OM190,OM190_or,OM190_fa,OM190_ge,Planctomycetota
bASV_20678,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidota
ASV_46785,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria
